ts_code,symbol,name,area,industry,fullname,enname,list_date
300961.SZ,300961.0,深水海纳,深圳,环境保护,深水海纳水务集团股份有限公司,"Hynar Water Group Co., Ltd.",2021-03-30
300962.SZ,300962.0,中金辐照,深圳,医疗保健,中金辐照股份有限公司,Zhongjin Irradiation Incorporated Company,2021-04-09
300963.SZ,300963.0,中洲特材,上海,小金属,上海中洲特种合金材料股份有限公司,"Shanghai Zhongzhou Special Alloy Materials Co.,Ltd.",2021-04-09
300964.SZ,300964.0,本川智能,江苏,元器件,江苏本川智能电路科技股份有限公司,"Jiangsu Allfavor Intelligent Circuits Technology Co., Ltd.",2021-08-05
300965.SZ,300965.0,恒宇信通,北京,航空,恒宇信通航空装备(北京)股份有限公司,"Beijing Hengyu Datacom Aviation Equipment Co., Ltd.",2021-04-02
300966.SZ,300966.0,共同药业,湖北,化学制药,湖北共同药业股份有限公司,"Hubei Goto Biopharm Co.,Ltd.",2021-04-09
300967.SZ,300967.0,晓鸣股份,宁夏,农业综合,宁夏晓鸣农牧股份有限公司,"Ningxia Xiaoming Agriculture & Animal Husbandry Co., Ltd",2021-04-13
300968.SZ,300968.0,格林精密,广东,元器件,广东格林精密部件股份有限公司,"Guangdong Green Precision Components Co., Ltd",2021-04-15
300969.SZ,300969.0,恒帅股份,浙江,汽车配件,宁波恒帅股份有限公司,"Ningbo Hengshuai Co.,Ltd.",2021-04-12
300970.SZ,300970.0,华绿生物,江苏,种植业,江苏华绿生物科技股份有限公司,"Jiangsu Chinagreen Biological Technology Co.,Ltd.",2021-04-12
300971.SZ,300971.0,博亚精工,湖北,机械基件,襄阳博亚精工装备股份有限公司,"Xiangyang Boya Precision Industrial Equipments Co., Ltd.",2021-04-15
300972.SZ,300972.0,万辰生物,福建,种植业,福建万辰生物科技股份有限公司,"Fujian Wanchen Biotechnology Co.,Ltd",2021-04-19
300973.SZ,300973.0,立高食品,广东,食品,立高食品股份有限公司,"Ligao Foods Co.,Ltd.",2021-04-15
300975.SZ,300975.0,商络电子,江苏,元器件,南京商络电子股份有限公司,Nanjing Sunlord Electronics Corporation Ltd.,2021-04-21
300976.SZ,300976.0,达瑞电子,广东,元器件,东莞市达瑞电子股份有限公司,"Dongguan Tarry Electronics Co.,Ltd.",2021-04-19
300977.SZ,300977.0,深圳瑞捷,深圳,建筑工程,深圳瑞捷工程咨询股份有限公司,"Shenzhen Ridge Engineering Consulting Co., Ltd",2021-04-20
300978.SZ,300978.0,东箭科技,广东,汽车配件,广东东箭汽车科技股份有限公司,"Winbo-Dongjian Automotive Technology Co., Ltd.",2021-04-26
300979.SZ,300979.0,华利集团,广东,服饰,中山华利实业集团股份有限公司,Huali Industrial Group Company Limited,2021-04-26
300980.SZ,300980.0,祥源新材,湖北,塑料,湖北祥源新材科技股份有限公司,Hubei Xiangyuan New Material Technology Inc.,2021-04-21
300981.SZ,300981.0,中红医疗,河北,医疗保健,中红普林医疗用品股份有限公司,"Zhonghong Pulin Medical Products Co., Ltd.",2021-04-27
300982.SZ,300982.0,苏文电能,江苏,建筑工程,苏文电能科技股份有限公司,"Suwen Electric Energy Technology Co.,Ltd.",2021-04-27
300983.SZ,300983.0,尤安设计,上海,建筑工程,上海尤安建筑设计股份有限公司,"Shanghai Urban Architecture Design Co.,Ltd.",2021-04-20
300984.SZ,300984.0,金沃股份,浙江,机械基件,浙江金沃精工股份有限公司,"Zhejiang Jw Precision Machinery Co., Ltd.",2021-06-18
300985.SZ,300985.0,致远新能,吉林,汽车配件,长春致远新能源装备股份有限公司,"Changchun Zhiyuan New Energy Equipment Co.,Ltd.",2021-04-29
300986.SZ,300986.0,志特新材,江西,其他建材,江西志特新材料股份有限公司,Jiangxi Geto New Materials Corporation Limited,2021-04-30
300987.SZ,300987.0,川网传媒,四川,互联网,四川新闻网传媒(集团)股份有限公司,"Sichuan Newsnet Media (Group) Co.,Ltd.",2021-05-11
300988.SZ,300988.0,津荣天宇,天津,机械基件,天津津荣天宇精密机械股份有限公司,Tianjin Jinrong Tianyu Precision Machinery Inc.,2021-05-12
300989.SZ,300989.0,蕾奥规划,深圳,建筑工程,深圳市蕾奥规划设计咨询股份有限公司,"Lay-Out Planning Consultants Co., Ltd.",2021-05-07
300990.SZ,300990.0,同飞股份,河北,专用机械,三河同飞制冷股份有限公司,"Sanhe Tongfei Refrigeration Co.,Ltd.",2021-05-12
300991.SZ,300991.0,创益通,深圳,元器件,深圳市创益通技术股份有限公司,"Shenzhen Chuangyitong Technology Co.,Ltd.",2021-05-20
300992.SZ,300992.0,泰福泵业,浙江,机械基件,浙江泰福泵业股份有限公司,"Zhejiang Taifu Pump Co., Ltd",2021-05-25
300993.SZ,300993.0,玉马遮阳,山东,家居用品,山东玉马遮阳科技股份有限公司,"Shandong Yuma Sun-Shading Technology Corp., Ltd.",2021-05-24
300994.SZ,300994.0,久祺股份,浙江,文教休闲,久祺股份有限公司,Joy Kie Corporation Limited,2021-08-12
300995.SZ,300995.0,奇德新材,广东,塑料,广东奇德新材料股份有限公司,"Guangdong Kitech New Material Holding Co.,Ltd.",2021-05-26
300996.SZ,300996.0,普联软件,山东,软件服务,普联软件股份有限公司,Pansoft Company Limited,2021-06-03
300997.SZ,300997.0,欢乐家,广东,软饮料,欢乐家食品集团股份有限公司,"Huanlejia Food Group Co.,Ltd",2021-06-02
300998.SZ,300998.0,宁波方正,浙江,专用机械,宁波方正汽车模具股份有限公司,"Ningbo Fangzheng Automobile Mould Co., Ltd.",2021-06-02
300999.SZ,300999.0,金龙鱼,上海,食品,益海嘉里金龙鱼粮油食品股份有限公司,"Yihai Kerry Arawana Holdings Co.,Ltd",2020-10-15
301000.SZ,301000.0,肇民科技,上海,汽车配件,上海肇民新材料科技股份有限公司,"Shanghai Hajime Advanced Material Technology Co.,Ltd.",2021-05-28
301001.SZ,301001.0,凯淳股份,上海,互联网,上海凯淳实业股份有限公司,"Shanghai Kaytune Industrial Co., Ltd.",2021-05-28
301002.SZ,301002.0,崧盛股份,深圳,电气设备,深圳市崧盛电子股份有限公司,"Shenzhen Sosen Electronics Co.,Ltd.",2021-06-07
301003.SZ,301003.0,江苏博云,江苏,塑料,江苏博云塑业股份有限公司,"Jiangsu Boiln Plastics Co., Ltd.",2021-06-01
301004.SZ,301004.0,嘉益股份,浙江,家居用品,浙江嘉益保温科技股份有限公司,"Zhejiang Cayi Vacuum Container Co., Ltd.",2021-06-25
301005.SZ,301005.0,超捷股份,上海,汽车配件,超捷紧固系统(上海)股份有限公司,"Essence Fastening Systems (Shanghai) Co.,Ltd.",2021-06-01
301006.SZ,301006.0,迈拓股份,江苏,电器仪表,迈拓仪表股份有限公司,"Meter Instruments Co., Ltd.",2021-06-07
301007.SZ,301007.0,德迈仕,辽宁,汽车配件,大连德迈仕精密科技股份有限公司,"Dalian Demaishi Precision Technology Co.,Ltd.",2021-06-16
301008.SZ,301008.0,宏昌科技,浙江,家用电器,浙江宏昌电器科技股份有限公司,"Zhejiang Hongchang Electrical Technology Co., Ltd.",2021-06-11
301009.SZ,301009.0,可靠股份,浙江,造纸,杭州可靠护理用品股份有限公司,"Hangzhou Coco Healthcare Products Co.,Ltd.",2021-06-17
301010.SZ,301010.0,晶雪节能,江苏,其他建材,江苏晶雪节能科技股份有限公司,"Jiangsu Jingxue Insulation Technology Co.,Ltd.",2021-06-18
301011.SZ,301011.0,华立科技,广东,专用机械,广州华立科技股份有限公司,Guangzhou Wahlap Technology Corporation Limited,2021-06-17
301012.SZ,301012.0,扬电科技,江苏,电气设备,江苏扬电科技股份有限公司,Jiangsu Yangdian Science&Technology Co. Ltd.,2021-06-22
301013.SZ,301013.0,利和兴,深圳,专用机械,深圳市利和兴股份有限公司,"Shenzhen Lihexing Co.,Ltd.",2021-06-29
301015.SZ,301015.0,百洋医药,山东,医药商业,青岛百洋医药股份有限公司,Qingdao Baheal Medical Inc.,2021-06-30
301016.SZ,301016.0,雷尔伟,江苏,运输设备,南京雷尔伟新技术股份有限公司,"Nanjing Railway New Technology Co.,Ltd.",2021-06-30
301017.SZ,301017.0,漱玉平民,山东,医药商业,漱玉平民大药房连锁股份有限公司,"Shu Yu Civilian Pharmacy Corp.,Ltd.",2021-07-05
301018.SZ,301018.0,申菱环境,广东,专用机械,广东申菱环境系统股份有限公司,"Guangdong Shenling Environmental Systems Co.,Ltd.",2021-07-07
301019.SZ,301019.0,宁波色母,浙江,塑料,宁波色母粒股份有限公司,"Ningbo Color Master Batch Co., Ltd.",2021-06-28
301020.SZ,301020.0,密封科技,山东,机械基件,烟台石川密封科技股份有限公司,"Yantai Ishikawa Sealing Technology Co.,Ltd.",2021-07-06
301021.SZ,301021.0,英诺激光,深圳,专用机械,英诺激光科技股份有限公司,"Inno Laser Technology Co., Ltd.",2021-07-06
301022.SZ,301022.0,海泰科,山东,专用机械,青岛海泰科模塑科技股份有限公司,"Qingdao Hi-Tech Moulds&Plastics Technology Co., Ltd.",2021-07-02
301023.SZ,301023.0,江南奕帆,江苏,电气设备,无锡江南奕帆电力传动科技股份有限公司,"Jiangnan Yifan Motor Co.,Ltd",2021-07-07
301024.SZ,301024.0,霍普股份,上海,建筑工程,上海霍普建筑设计事务所股份有限公司,"Shanghai Hyp-Arch Architectural Design Consultant Co.,Ltd.",2021-07-28
301025.SZ,301025.0,读客文化,上海,出版业,读客文化股份有限公司,Dook Media Group Limited.,2021-07-19
301026.SZ,301026.0,浩通科技,江苏,小金属,徐州浩通新材料科技股份有限公司,Hootech Inc.,2021-07-16
301027.SZ,301027.0,华蓝集团,广西,建筑工程,华蓝集团股份公司,"Hualan Group Co., Ltd.",2021-07-15
301028.SZ,301028.0,东亚机械,福建,专用机械,厦门东亚机械工业股份有限公司,"Xiamen East Asia Machinery Industrial Co., Ltd.",2021-07-20
301029.SZ,301029.0,怡合达,广东,专用机械,东莞怡合达自动化股份有限公司,"Dongguan Yiheda Automation Co., Ltd.",2021-07-23
301030.SZ,301030.0,仕净科技,江苏,环境保护,苏州仕净科技股份有限公司,"Suzhou Shijing Environmental Technology Co.,Ltd",2021-07-22
301031.SZ,301031.0,中熔电气,陕西,电气设备,西安中熔电气股份有限公司,"Xi'an Sinofuse Electric Co., Ltd.",2021-07-15
301032.SZ,301032.0,新柴股份,浙江,工程机械,浙江新柴股份有限公司,"Zhejiang Xinchai Co.,Ltd",2021-07-22
301033.SZ,301033.0,迈普医学,广东,医疗保健,广州迈普再生医学科技股份有限公司,"Medprin Regenerative Medical Technologies Co., Ltd.",2021-07-26
301035.SZ,301035.0,润丰股份,山东,农药化肥,山东潍坊润丰化工股份有限公司,"Shandong Weifang Rainbow Chemical Co.,Ltd",2021-07-28
301036.SZ,301036.0,双乐股份,江苏,染料涂料,双乐颜料股份有限公司,"Sunlour Pigment Co.,Ltd",2021-07-29
301037.SZ,301037.0,保立佳,上海,染料涂料,上海保立佳化工股份有限公司,"Shanghai Baolijia Chemical Co., Ltd.",2021-07-30
301038.SZ,301038.0,深水规院,深圳,建筑工程,深圳市水务规划设计院股份有限公司,"Shenzhen Water Planning & Design Institute Co.,Ltd.",2021-08-04
301039.SZ,301039.0,中集车辆,深圳,汽车整车,中集车辆(集团)股份有限公司,"Cimc Vehicles (Group) Co., Ltd.",2021-07-08
301040.SZ,301040.0,中环海陆,江苏,机械基件,张家港中环海陆高端装备股份有限公司,"Zhangjiagang Zhonghuan Hailu High-End Equipment Co., Ltd.",2021-08-03
301041.SZ,301041.0,金百泽,深圳,元器件,深圳市金百泽电子科技股份有限公司,"Shenzhen King Brother Electronics Technology Co.,Ltd.",2021-08-11
301042.SZ,301042.0,安联锐视,广东,IT设备,珠海安联锐视科技股份有限公司,"Zhuhai Raysharp Technology Co.,Ltd.",2021-08-05
301043.SZ,301043.0,绿岛风,广东,机械基件,广东绿岛风空气系统股份有限公司,"Guangdong Nedfon Air System Co., Ltd.",2021-08-11
301045.SZ,301045.0,天禄科技,江苏,元器件,苏州天禄光科技股份有限公司,"Talant Optronics(Suzhou)Co., Ltd.",2021-08-13
301046.SZ,301046.0,能辉科技,上海,新型电力,上海能辉科技股份有限公司,"Shanghai Nenghui Technology Co.,Ltd.",2021-08-17
301047.SZ,301047.0,义翘神州,北京,生物制药,北京义翘神州科技股份有限公司,"Sino Biological,Inc.",2021-08-16
301048.SZ,301048.0,金鹰重工,湖北,运输设备,金鹰重型工程机械股份有限公司,"Gemac Engineering Machinery Co., Ltd.",2021-08-18
301049.SZ,301049.0,超越科技,安徽,环境保护,安徽超越环保科技股份有限公司,"Anhui Chaoyue Environmental Protection Technology Co.,Ltd",2021-08-24
301050.SZ,301050.0,雷电微力,四川,航空,成都雷电微力科技股份有限公司,"Chengdu Rml Technology Co., Ltd",2021-08-24
301051.SZ,301051.0,信濠光电,深圳,元器件,深圳市信濠光电科技股份有限公司,"Shenzhen Xinhao Photoelectricity Technology Co., Ltd",2021-08-27
301052.SZ,301052.0,果麦文化,浙江,出版业,果麦文化传媒股份有限公司,"Guomai Culture&Media Co., Ltd.",2021-08-30
301053.SZ,301053.0,远信工业,浙江,专用机械,远信工业股份有限公司,"Yoantion Industrial Inc.,Ltd.",2021-09-01
301055.SZ,301055.0,张小泉,浙江,家居用品,张小泉股份有限公司,Zhang Xiaoquan Inc.,2021-09-06
301056.SZ,301056.0,森赫股份,浙江,运输设备,森赫电梯股份有限公司,"Sicher Elevator Co., Ltd.",2021-09-07
301057.SZ,301057.0,汇隆新材,浙江,化纤,浙江汇隆新材料股份有限公司,"Zhejiang Huilong New Materials Co.,Ltd.",2021-09-09
301058.SZ,301058.0,中粮科工,江苏,建筑工程,中粮科工股份有限公司,"Cofco Technology & Industry Co., Ltd.",2021-09-09
301059.SZ,301059.0,金三江,广东,化工原料,金三江(肇庆)硅材料股份有限公司,Jinsanjiang (Zhaoqing) Silicon Material Company Limited,2021-09-13
301060.SZ,301060.0,兰卫医学,上海,医疗保健,上海兰卫医学检验所股份有限公司,"Shanghai Labway Clinical Laboratory Co.,Ltd",2021-09-13
301061.SZ,301061.0,匠心家居,江苏,家居用品,常州匠心独具智能家居股份有限公司,Motomotion China Corporation,2021-09-13
301062.SZ,301062.0,上海艾录,上海,广告包装,上海艾录包装股份有限公司,"Shanghai Ailu Package Co.,Ltd.",2021-09-14
301063.SZ,301063.0,海锅股份,江苏,电气设备,张家港海锅新能源装备股份有限公司,"Zhangjiagang Haiguo New Energy Equipment Manufacturing Co., Ltd.",2021-09-24
301065.SZ,301065.0,本立科技,浙江,化工原料,浙江本立科技股份有限公司,"Zhejiang Benli Technology Co.,Ltd.",2021-09-14
301066.SZ,301066.0,万事利,浙江,纺织,杭州万事利丝绸文化股份有限公司,"Hangzhou Wensli Silk Culture Co., Ltd.",2021-09-22
301067.SZ,301067.0,显盈科技,深圳,元器件,深圳市显盈科技股份有限公司,"Fullink Technology Co.,Ltd",2021-09-22
301068.SZ,301068.0,大地海洋,浙江,环境保护,杭州大地海洋环保股份有限公司,"Hangzhou Dadi Haiyang Environmental Protection Co., Ltd.",2021-09-28
301069.SZ,301069.0,凯盛新材,山东,化工原料,山东凯盛新材料股份有限公司,"Shandong Kaisheng New Materials Co.,Ltd",2021-09-27
301070.SZ,301070.0,开勒股份,上海,机械基件,开勒环境科技(上海)股份有限公司,"Kale Environment Technology (Shanghai) Co., Ltd.",2021-09-23
301071.SZ,301071.0,力量钻石,河南,矿物制品,河南省力量钻石股份有限公司,"Henan Liliang Diamond Co., Ltd.",2021-09-24
301072.SZ,301072.0,中捷精工,江苏,汽车配件,江苏中捷精工科技股份有限公司,"Zhongjie (Jiangsu) Technology Co.,Ltd",2021-09-29
301073.SZ,301073.0,君亭酒店,浙江,酒店餐饮,君亭酒店集团股份有限公司,"Ssaw Hotels & Resorts Group Co.,Ltd.",2021-09-30
301075.SZ,301075.0,多瑞医药,西藏,化学制药,西藏多瑞医药股份有限公司,"Tibet Duo Rui Pharmaceutical Co., Ltd.",2021-09-29
301076.SZ,301076.0,新瀚新材,江苏,化工原料,江苏新瀚新材料股份有限公司,"Sino-High (China) Co.,Ltd",2021-10-11
301077.SZ,301077.0,星华新材,浙江,化工原料,浙江星华新材料集团股份有限公司,"Zhejiang Chinastars New Materials Group Co., Ltd.",2021-09-30
301078.SZ,301078.0,孩子王,江苏,其他商业,孩子王儿童用品股份有限公司,"Kidswant Children Products Co.,Ltd.",2021-10-14
301079.SZ,301079.0,邵阳液压,湖南,机械基件,邵阳维克液压股份有限公司,"Shaoyang Victor Hydraulics Co.,Ltd.",2021-10-19
301080.SZ,301080.0,百普赛斯,北京,生物制药,北京百普赛斯生物科技股份有限公司,"Acrobiosystems Co.,Ltd.",2021-10-18
301081.SZ,301081.0,严牌股份,浙江,环境保护,浙江严牌过滤技术股份有限公司,"Yanpai Filtration Technology Co., Ltd.",2021-10-20
301082.SZ,301082.0,久盛电气,浙江,电气设备,久盛电气股份有限公司,"Jiusheng Electric Co., Ltd.",2021-10-27
301083.SZ,301083.0,百胜智能,江西,专用机械,江西百胜智能科技股份有限公司,"Bisen Smart Access Co.,Ltd.",2021-10-21
301085.SZ,301085.0,亚康股份,北京,软件服务,北京亚康万玮信息技术股份有限公司,"Beijing Asiacom Information Technology Co., Ltd",2021-10-18
301086.SZ,301086.0,鸿富瀚,深圳,元器件,深圳市鸿富瀚科技股份有限公司,"Shenzhen Hongfuhan Technology Co.,Ltd.",2021-10-20
301087.SZ,301087.0,可孚医疗,湖南,医疗保健,可孚医疗科技股份有限公司,"Cofoe Medical Technology Co.,Ltd.",2021-10-25
301088.SZ,301088.0,戎美股份,江苏,服饰,日禾戎美股份有限公司,"Rumere Co., Ltd.",2021-10-28
301089.SZ,301089.0,拓新药业,河南,化学制药,新乡拓新药业股份有限公司,"Xinxiang Tuoxin Pharmaceutical Co., Ltd.",2021-10-27
301090.SZ,301090.0,华润材料,江苏,化工原料,华润化学材料科技股份有限公司,"China Resources Chemical Innovative Materials Co., Ltd.",2021-10-26
301091.SZ,301091.0,深城交,深圳,建筑工程,深圳市城市交通规划设计研究中心股份有限公司,"Shenzhen Urban Transport Planning Center Co., Ltd",2021-10-29
301092.SZ,301092.0,争光股份,浙江,化工原料,浙江争光实业股份有限公司,"Zhejiang Zhengguang Industrial Co., Ltd.",2021-11-02
301093.SZ,301093.0,华兰股份,江苏,医疗保健,江苏华兰药用新材料股份有限公司,"Jiangsu Hualan New Pharmaceutical Material Co., Ltd.",2021-11-01
301095.SZ,301095.0,广立微,浙江,半导体,杭州广立微电子股份有限公司,Semitronix Corporation,2022-08-05
301096.SZ,301096.0,百诚医药,浙江,医疗保健,杭州百诚医药科技股份有限公司,"Hangzhou Bio-Sincerity Pharma-Tech Co.,Ltd.",2021-12-20
301097.SZ,301097.0,天益医疗,浙江,医疗保健,宁波天益医疗器械股份有限公司,"Ningbo Tianyi Medical Appliance Co.,Ltd.",2022-04-07
301098.SZ,301098.0,金埔园林,江苏,建筑工程,金埔园林股份有限公司,"Jinpu Landscape Architecture Co.,Ltd.",2021-11-12
301099.SZ,301099.0,雅创电子,上海,元器件,上海雅创电子集团股份有限公司,"Shanghai Yct Electronics Group Co.,Ltd",2021-11-22
301100.SZ,301100.0,风光股份,辽宁,化工原料,营口风光新材料股份有限公司,"Yingkou Fengguang Advanced Material Co.,Ltd",2021-12-17
301101.SZ,301101.0,明月镜片,江苏,文教休闲,明月镜片股份有限公司,"Mingyue Optical Lens Co.,Ltd.",2021-12-16
301102.SZ,301102.0,兆讯传媒,天津,广告包装,兆讯传媒广告股份有限公司,"Mega-Info Media Co.,Ltd.",2022-03-28
301103.SZ,301103.0,何氏眼科,辽宁,医疗保健,辽宁何氏眼科医院集团股份有限公司,"Liaoning He Eye Hospital Group Co.,Ltd.",2022-03-22
301105.SZ,301105.0,鸿铭股份,广东,专用机械,广东鸿铭智能股份有限公司,"Guang Dong Hong Ming Intelligent Joint Stock Co.,Ltd.",2022-12-30
301106.SZ,301106.0,骏成科技,江苏,元器件,江苏骏成电子科技股份有限公司,"Jiangsu Smartwin Electronics Technology Co.,Ltd.",2022-01-28
301107.SZ,301107.0,瑜欣电子,重庆,机械基件,重庆瑜欣平瑞电子股份有限公司,"Chongqing Yuxin Pingrui Electronic Co.,Ltd",2022-05-24
301108.SZ,301108.0,洁雅股份,安徽,日用化工,铜陵洁雅生物科技股份有限公司,"Tongling Jieya Biologic Technology Co.,Ltd.",2021-12-03
301109.SZ,301109.0,军信股份,湖南,环境保护,湖南军信环保股份有限公司,"Hunan Junxin Environmental Protection Co.,Ltd.",2022-04-13
301110.SZ,301110.0,青木股份,广东,互联网,青木数字技术股份有限公司,"Qingmu Digital Technology Co.,Ltd",2022-03-11
301111.SZ,301111.0,粤万年青,广东,中成药,广东万年青制药股份有限公司,"Guangdong Lifestrong Pharmacy Co., Ltd.",2021-12-07
301112.SZ,301112.0,信邦智能,广东,专用机械,广州信邦智能装备股份有限公司,"United Faith Auto-Engineering Co., Ltd.",2022-06-29
301113.SZ,301113.0,雅艺科技,浙江,家居用品,浙江雅艺金属科技股份有限公司,"Zhe Jiang Yayi Metal Technology Co.,Ltd",2021-12-22
301115.SZ,301115.0,建科股份,江苏,建筑工程,常州市建筑科学研究院集团股份有限公司,"Changzhou Architectural Research Institute Group Co.,Ltd",2022-08-31
301116.SZ,301116.0,益客食品,江苏,食品,江苏益客食品集团股份有限公司,"Jiangsu Yike Food Group Co.,Ltd",2022-01-18
301117.SZ,301117.0,佳缘科技,四川,软件服务,佳缘科技股份有限公司,"Jiayuan Science and Technology Co.,Ltd.",2022-01-17
301118.SZ,301118.0,恒光股份,湖南,化工原料,湖南恒光科技股份有限公司,"Hunan Hengguang Technology Co., Ltd.",2021-11-18
301119.SZ,301119.0,正强股份,浙江,汽车配件,杭州正强传动股份有限公司,Hangzhou Zhengqiang Corporation Limited,2021-11-22
301120.SZ,301120.0,新特电气,北京,电气设备,新华都特种电气股份有限公司,"Newonder Special Electric Co.,Ltd",2022-04-19
301121.SZ,301121.0,紫建电子,重庆,电气设备,重庆市紫建电子股份有限公司,"Chongqing VDL Electronics Co., Ltd.",2022-08-08
301122.SZ,301122.0,采纳股份,江苏,医疗保健,采纳科技股份有限公司,"Caina Technology Co., Ltd.",2022-01-26
301123.SZ,301123.0,奕东电子,广东,元器件,奕东电子科技股份有限公司,"Yd Electronic Technology Co.,Ltd.",2022-01-25
301125.SZ,301125.0,腾亚精工,江苏,机械基件,南京腾亚精工科技股份有限公司,"Nanjing Toua Hardware&Tools Co.,Ltd.",2022-06-08
301126.SZ,301126.0,达嘉维康,湖南,医药商业,湖南达嘉维康医药产业股份有限公司,"Hunan Dajiaweikang Pharmaceutical Industry Co.,Ltd",2021-12-07
301127.SZ,301127.0,天源环保,湖北,环境保护,武汉天源环保股份有限公司,"Wuhan Tianyuan Environmental Protection Co.,Ltd.",2021-12-30
301128.SZ,301128.0,强瑞技术,深圳,专用机械,深圳市强瑞精密技术股份有限公司,"Shenzhen Qiangrui Precision Technology Co., Ltd.",2021-11-10
301129.SZ,301129.0,瑞纳智能,安徽,电器仪表,瑞纳智能设备股份有限公司,"Runa Smart Equipment Co.,Ltd.",2021-11-02
301130.SZ,301130.0,西点药业,吉林,化学制药,吉林省西点药业科技发展股份有限公司,"Jilin Province Xidian Pharmaceutical Sci-Tech Development Co.,Ltd.",2022-02-23
301131.SZ,301131.0,聚赛龙,广东,塑料,广州市聚赛龙工程塑料股份有限公司,"Super-Dragon Engineering Plastics Co., Ltd",2022-03-14
301132.SZ,301132.0,满坤科技,江西,元器件,吉安满坤科技股份有限公司,"Ji’An Mankun Technology Co.,Ltd.",2022-08-10
301133.SZ,301133.0,金钟股份,广东,汽车配件,广州市金钟汽车零件股份有限公司,"Guangzhou Jinzhong Auto Parts Manufacturing Co., Ltd.",2021-11-26
301135.SZ,301135.0,瑞德智能,广东,元器件,广东瑞德智能科技股份有限公司,"Guangdong Real-Design Intelligent Technology Co.,Ltd",2022-04-12
301136.SZ,301136.0,招标股份,福建,建筑工程,福建省招标股份有限公司,"Fujian Tendering Co., Ltd.",2022-01-11
301137.SZ,301137.0,哈焊华通,江苏,机械基件,哈焊所华通(常州)焊业股份有限公司,"Hit Welding Industry Co.,Ltd.",2022-03-22
301138.SZ,301138.0,华研精机,广东,专用机械,广州华研精密机械股份有限公司,"Guangzhou Huayan Precision Machinery Co.,Ltd.",2021-12-15
301139.SZ,301139.0,元道通信,新疆,通信设备,元道通信股份有限公司,"Wintao Communications Co.,Ltd.",2022-07-08
301141.SZ,301141.0,中科磁业,浙江,矿物制品,浙江中科磁业股份有限公司,"Zhejiang Zhongke Magnetic Industry Co., Ltd.",2023-04-03
301148.SZ,301148.0,嘉戎技术,福建,环境保护,厦门嘉戎技术股份有限公司,"Xiamen Jiarong Technology Corp.,Ltd.",2022-04-21
301149.SZ,301149.0,隆华新材,山东,化工原料,山东隆华新材料股份有限公司,"Shandong Longhua New Material Co.,Ltd.",2021-11-10
301150.SZ,301150.0,中一科技,湖北,电气设备,湖北中一科技股份有限公司,Hubei Zhongyi Technology Inc.,2022-04-21
301151.SZ,301151.0,冠龙节能,上海,机械基件,上海冠龙阀门节能设备股份有限公司,"Shanghai Karon Eco-Valve Manufacturing Co.,Ltd.",2022-04-11
301152.SZ,301152.0,天力锂能,河南,小金属,新乡天力锂能股份有限公司,"Xinxiang Tianli Energy Co.,Ltd.",2022-08-29
301153.SZ,301153.0,中科江南,北京,软件服务,北京中科江南信息技术股份有限公司,"Beijing Ctj Information Technology Co., Ltd.",2022-05-18
301155.SZ,301155.0,海力风电,江苏,电气设备,江苏海力风电设备科技股份有限公司,"Jiangsu Haili Wind Power Equipment Technology Co., Ltd.",2021-11-24
301156.SZ,301156.0,美农生物,上海,饲料,上海美农生物科技股份有限公司,"Shanghai Menon Animal Nutrition Technology Co., Ltd.",2022-06-17
301157.SZ,301157.0,华塑科技,浙江,电气设备,杭州华塑科技股份有限公司,"Hangzhou Huasu Technology Co.,Ltd.",2023-03-09
301158.SZ,301158.0,德石股份,山东,专用机械,德州联合石油科技股份有限公司,"Dezhou United Petroleum Technology Co.,Ltd.",2022-01-17
301159.SZ,301159.0,三维天地,北京,软件服务,北京三维天地科技股份有限公司,"Beijing Sunwayworld Science&Technology Co., Ltd.",2022-01-07
301160.SZ,301160.0,翔楼新材,江苏,机械基件,苏州翔楼新材料股份有限公司,"Suzhou Xianglou New Material Co.,Ltd.",2022-06-06
301161.SZ,301161.0,唯万密封,上海,工程机械,上海唯万密封科技股份有限公司,Voneseals Technology (Shanghai) Inc.,2022-09-14
301162.SZ,301162.0,国能日新,北京,软件服务,国能日新科技股份有限公司,"State Power Rixin Tech.Co.,Ltd.",2022-04-29
301163.SZ,301163.0,宏德股份,江苏,机械基件,江苏宏德特种部件股份有限公司,"Jiangsu Hongde Special Parts Co.,Ltd.",2022-04-19
301165.SZ,301165.0,锐捷网络,福建,通信设备,锐捷网络股份有限公司,"Ruijie Networks Co., Ltd.",2022-11-21
301166.SZ,301166.0,优宁维,上海,医药商业,上海优宁维生物科技股份有限公司,"Shanghai Universal Biotech Co.,Ltd.",2021-12-28
301167.SZ,301167.0,建研设计,安徽,建筑工程,安徽省建筑设计研究总院股份有限公司,"Anhui Provincial Architectural Design and Research Institute Co., Ltd.",2021-12-06
301168.SZ,301168.0,通灵股份,江苏,电气设备,江苏通灵电器股份有限公司,"Jiangsu Tongling Electric Co., Ltd.",2021-12-10
301169.SZ,301169.0,零点有数,北京,文教休闲,北京零点有数数据科技股份有限公司,"Beijing Dataway Horizon Co.,Ltd.",2021-11-03
301171.SZ,301171.0,易点天下,陕西,互联网,易点天下网络科技股份有限公司,"Easy Click Worldwide Network Technology Co., Ltd",2022-08-19
