ts_code,introduction,main_business
834765.BJ,公司主要研发、生产、销售以金属置物架为主的收纳产品，经过多年发展，目前已经形成集自主研发、生产、销售、仓储物流为一体的综合服务体系。公司主要提供家用、工业用收纳产品及设计方案，坚持以DIY理念为核心，并结合木、布、藤、塑胶、纸类等配件组成的各类收纳产品。公司现已经拥有成熟的收纳产品的开发、生产制造和质量控制技术，公司采用的核心技术主要是通过自主研发及经验积累而成.下设深圳市美高塑胶金属制品有限公司(制造基地)、美之顺五金塑胶制品有限公司(加工中心)、美之高实业发展有限公司(营销中心)、通之泰贸易有限公司(进出口贸易)四家子公司。先后在北京、上海、广州、成都等地设立分支机构。,"金属置物架收纳用品的研发,设计,生产和销售,产品主要应用于家居收纳,工业及商业仓储等领域"
834770.BJ,公司位于浙江省北部杭嘉湖平原海盐县境内，地理位置优越，位处杭州湾北侧，位于国家4A级旅游风景区——南北湖边，公司成立于2010年8月，是一家集生产、经营、科研技术开发及信息服务为一体的科技发展型企业，专门从事环保新能源的高新技术企业。是一家符合国家产业政策，属国家鼓励类产业项目的高科技公司。公司的经营范围为晶体硅制品、光伏电池片及组件的制造、加工，太阳能光伏电站设计、安装、运行。公司自成立之初即秉承开拓创新、同谋发展的经营理念专注于多晶硅太阳能电池片的研发、生产及销售，并通过持续不断的设备更新和技术积累，实现了产能的逐步扩大和产品结构的优化升级。同时，公司计划在现有业务的基础上择机拓展下游太阳能组件生产及光伏电站建设业务，在实现业务结构转型升级的同时保证公司经营状况和盈利能力的持续性和稳定性。,"从事分布式光伏电站投资运营,分布式光伏电站开发及服务和晶硅太阳能电池片的研发,生产和销售."
834950.BJ,公司是一家专业从事研发、生产和销售自动变光焊接面罩以及相关配套产品的国家级高新技术企业，主要产品为自动变光焊接面罩以及相关配套产品，包括：自动变光焊接面罩、自动变光焊接滤光镜、普通焊接面罩、电动空气净化呼吸器及相关配件等。,"全系列自动变光电焊防护面罩,多场景电动送风过滤式呼吸器等智能个人防护装备的研发,生产和销售"
835174.BJ,公司目前主营隧道施工智能装备的研发设计、生产、销售及服务，主要产品包括混凝土喷浆车，隧道(隧洞)衬砌台车等，提供的服务主要为混凝土喷浆车的租赁服务。公司产品应用于铁路、高速公路、水利水电等基础设施建设项目的隧道(隧洞)施工，产品被中国铁路建筑总公司、中国铁路工程总公司、中国水利水电建设集团公司等企业所广泛采用，在国内隧道(隧洞)施工的衬砌设备细分市场中占有较大市场份额。公司将根据隧道装备行业市场变化，进一步调整公司产品结构，丰富产品种类，提高产品智能化水平及其附加值，进一步扩大产品在细分市场的份额。,"隧道施工智能装备的研发设计,生产,销售及服务"
835179.BJ,公司是国内领先的石英玻璃制品加工企业，公司主营业务为石英仪器、石英管道、石英舟等石英玻璃制品的研发、生产和销售。公司产品作为下游企业的生产耗材，广泛应用于半导体集成电路芯片领域、光伏太阳能行业领域及其他领域。公司是国内少数能为8、12英寸芯片生产线加工配套石英玻璃制品的企业之一。公司的主要产品包括石英仪器、石英管道、石英舟等石英玻璃制品。,"石英仪器,石英管道,石英舟等石英玻璃制品的研发,生产和销售"
835184.BJ,公司专注于地理信息和农业大数据领域，以地理信息开发应用为核心，通过将3S技术与云计算、大数据、人工智能等现代信息技术相结合，向客户提供地理信息数据工程、行业应用软件开发和空间信息应用服务等业务。公司具有较强的时空数据处理建库、软件开发与应用服务能力，并积累了丰富的行业经验，在自然资源、农业农村空间信息化领域具有较强的竞争优势。公司是高新技术企业。公司及子公司拥有摄影测量与遥感、地理信息系统工程、工程测量、不动产测绘专业甲级测绘资质，地图编制、测绘航空摄影、互联网地图服务。,"地理信息数据工程,行业应用软件开发,空间信息应用服务"
835185.BJ,公司是新能源材料的研发与制造商，主营业务包括锂离子电池负极材料、正极材料及石墨烯材料三大业务板块，是集基础研究、产品开发、生产销售于一体的国家级高新技术企业。公司秉承“创新引领”的核心价值观和经营理念，始终坚持以技术创新为引领，通过持续研发投入，取得了丰硕的技术研发成果。公司围绕锂离子电池正负极材料为核心的新能源材料领域形成了完善的产品及产业链布局。,"生产经营锂离子电池正极材料和负极材料;经营进出口业务,普通货运,非居住房地产租赁,物业管理."
835207.BJ,公司主营业务为信息系统集成服务。公司为政府、学校、医院及企事业单位等提供整套的行业信息化解决方案，业务包括信息化系统的技术咨询、方案设计、应用软件开发、工程施工、软硬件集成调试及后期维护管理。公司提供的主要产品或服务包括信息系统集成服务、软件开发和相关配套设备销售。公司先后获得国家工业与信息化部认证的计算机信息系统集成贰级资质、河南省公共安全技术防范服务一级资质、电子与智能化工程专业承包贰资质，还拥有ISO9001质量管理体系认证、ISO14001环境管理体系认证、安全生产许可证、软件企业认定证书等多项认证；同时，公司被批准为“武器装备科研生产单位二级保密资格单位”，并被国家军工保密资格认证委列入二级保密资格单位名录。,"软件开发,信息系统集成服务"
835237.BJ,公司主要业务为锂微型电源的研究、开发、制造与销售。主要产品包括一次及二次扣式及软包电源，产品具有微型、涓流、脉冲及长寿命的特点。经过10余年的发展，公司现已成为中国锂微型电源行业的知名企业，行业协会副理事长单位，是国家级高新技术企业、电池行业标准的起草与制定单位之一。,"力佳科技锂氟化碳(BR系列)扣式微型电源,力佳科技锂聚合物软包微型电源,力佳科技锂铝合金可充(ML系列)扣式微型电源,力佳科技锂锰(CR系列)扣式微型电源"
835305.BJ,公司是以大数据存储与处理为核心业务的高新技术企业。自成立以来，公司一直以ICT产业发展趋势为主线，前瞻性研判并聚焦于大数据产业相关技术，精准把握大数据存储与智能处理发展方向，专注于为客户提供大数据存储与智能处理整体解决方案。公司以云计算、大数据和人工智能领域自主研发技术为基础，致力于满足用户对大数据从感知、存储、挖掘、智能处理到应用的全生命周期的需求，目前已构建了完整的大数据价值链业务体系，打造了具有“专业深度”和“行业广度”的解决方案。目前，公司的整体解决方案已广泛应用于公共安全、环境监测、学科教育等领域，构筑出融核心技术创新和应用模式创新于一体的竞争优势。,"大数据信息智能存储处理基础技术产品与应用系统的开发,运营,销售以及相关技术服务"
835368.BJ,"公司是一家专注于光伏及半导体领域，具有深厚技术积累的晶体材料生长和加工设备供应商。公司通过建立专用设备的研发、生产及销售一体化流程，开展多项产品研发及生产，为光伏及半导体行业客户提供高性能的各类晶体材料制造和衬底晶片加工处理等全自动生产设备。公司已经深入理解并掌握晶体硅生长设备及多线切割设备的关键技术和工艺,主要产品是晶体硅生长和加工设备，包括单晶炉、线切设备、磨床、硅片处理设备和氩气回收装置等。","晶体硅生长及加工设备的研发,制造和销售"
835508.BJ,公司是以电网运行智能辅助监控为核心的电网智能化综合解决方案提供商，业务链涵盖电网运行智能辅助监控系统的方案设计、软件开发、集成联调、升级改造及运行维护等各个环节。公司重点围绕电网运行智能辅助监控系统的建设和改造需求展开研发，综合运用物联网、人工智能、信息通信、智能软件等技术，设计并实施涵盖物联感知层、通信网络层、数据服务层及智慧应用层的系统集成方案，充分发挥智能辅助监控系统的运行监视、环境监测、安全防护和辅助控制等功能，帮助客户以更高的劳动生产率实现无人值守模式下变电站电力设备及动力环境远程巡检的自动化、调度操作的可视化和告警管理的智能化，提升智能变电站一体化监控的全面监视效率、运行管理能力和安全控制水平，为生产调度和智能运维提供决策和优化依据，从而进一步保障电网稳定高效运行。,"电网运行智能辅助监控系统集成解决方案,技术服务与咨询及软件开发与销售"
835640.BJ,公司主营业务为射频同轴连接器、射频同轴电缆组件、射频电缆等产品的研发、生产和销售。公司拥有多项IEC国际标准，是我国射频连接器行业拥有IEC国际标准最多的企业。公司产品广泛应用于通信及防务市场，主要客户包括华为、RFS等全球知名通信设备厂商以及中国航天科技集团、中国电子科技集团等国内军工集团下属企业或科研院所等。公司核心技术均具有完全的自主知识产权。公司是陕西省省级企业技术中心和西安市市级企业技术中心，获得“中国驰名商标”、“国家知识产权示范企业”、“中国标准创新贡献奖”、国家“4A级标准化良好行为示范企业”、“陕西省质量管理奖”、“西安市质量管理奖”等荣誉。,"射频同轴连接器,射频同轴电缆组件,射频电缆等产品的研发,生产和销售"
835670.BJ,公司是一家专注于数字医学领域的软件开发企业，利用在断层图像分割、三维重建与可视化处理、系统应用开发等方面的技术创新和积累，从事“数字人体技术”的研发及应用推广，并为客户提供医学教育信息化产品及整体解决方案。公司在医学影像处理、医学教学和人体生命科普产品领域拥有多项自主开发的软、硬件产品，研发出了影像扫描三维重建及手术规划系统、数字人解剖教学系统、医学形态学数字化教学平台、显微互动教学系统、数字解剖实验室整体方案及人体生命科普产品等产品系列，已在全国400余家医学类院校、数十家科技展馆及多家海外医学院校广泛应用，其中“高清数字人虚拟解剖台系统”、“数字人高清断层3D打印模型”进行了由中国解剖学会组织的鉴定，认定高清数字人虚拟解剖台系统产品“达到国际先进水平”；数字人高清3D打印模型产品“达到国际领先水平”。,"数字医学教育类产品,生命科普类产品及交互智能一体机三大类产品"
835857.BJ,公司和子公司中煤宁夏的主营业务是为各类工业、民用领域的客户提供钢结构的设计、咨询、制造与安装等产品和服务。公司十分注重研发与技术创新工作，培养了一批具有较高技术水平的专业人才，取得了多项科技成果。公司2013年被认定为江苏省企业技术中心，公司及子公司取得了“超大跨度网架拱棚储料仓施工工艺”等多项专利。公司已形成了以专业化设计、工厂化制造、标准化安装为特点的业务体系。在钢结构安装方面，通过科学管理、精心施工，公司以及子公司参与建设的工程曾获得“中国建筑钢结构金奖(国家优质工程)”，多项工程获得省部级优质工程。,"重型钢结构,轻型钢结构,钢网架,非标设备等钢结构制品的制造和加工,装配式钢结构建筑配套的PC构件和轻质高强新型内,外墙板的制造和加工,以及为客户提供工业钢结构建筑,装配式钢结构建筑研发,设计,加工,安装一体化解决方案"
835892.BJ,公司是合肥美菱股份有限公司与中国科学院理化技术研究所于2002年10月合资成立的国家级高新技术企业，公司集低温制冷设备研发、制造、销售和服务于一身，生产和经营的产品主要有：生物样本冻存管理系统、低温储存设备、深冷处理系统解决方案、冷库系统解决方案以及环境试验系统解决方案等，产品广泛应用于医疗卫生、高校科研、农林畜牧业、深海渔业、冷链物流、工矿企业、军工等领域，打破了我国在这一领域长期依赖进口的局面。,"低温制冷设备,超低温冷冻储存设备,智慧冷链项目,家庭健康产品等.以生物医疗低温存储设备的研发,生产和销售为核心,布局生命科学,智慧冷链,家庭健康三大业务板块"
835985.BJ,公司是专业生产多晶硅锭、多晶硅片、太阳能电池组件、太阳能发电系统等光伏产品的高科技制造企业，是目前光伏行业中符合国家工信部公布的《光伏制造行业规范条件》的名单企业之一。公司坚持走高标准、专业化的发展路线，不断提升团队整体创新研发及生产管理能力，现已成为拥有国内顶尖研发团队，集研发、生产、销售、服务为一体的专业化高新技术企业。,"公司以晶硅太阳能光伏组件的研发,生产,加工和销售为核心,并开展太阳能光伏电站的开发,建设,运营等业务.主要产品与服务项目为晶硅太阳能光伏组件,光伏电站运营"
836077.BJ,公司主要从事聚丙烯腈基碳纤维原丝的研发、生产和销售。公司在国内是首家采用三元水相悬浮聚合两步法生产碳纤维聚合物，DMAC为溶剂湿法生产碳纤维原丝，公司所属行业是国家重点支持发展的战略新兴产业中的碳纤维行业，公司致力于成为国内领先、国际知名的聚丙烯腈基碳纤维原丝及相关产品的供应商。公司现在主要生产有1K、3K、6K、l2K、24K、48K等聚丙烯腈基(PAN)碳纤维原丝以及预氧丝。应部分客户需要，公司采用委托加工方式为客户提供碳纤维产品。该公司主要客户是碳纤维生产商及碳纤维复合材料生产厂商和贸易商。,"碳纤维原丝及碳纤维的研发,生产和销售"
836149.BJ,公司主营业务为建筑装配化的研发与设计咨询、相关预制部品的生产与销售、施工安装以及工程总承包。公司以“科技装配美好生活”为愿景，专注于推广建筑装配化的具体应用，不断研发升级相关预制部品生产和施工的技术工艺，为客户提供绿色、安全、高效的装配式建筑领域的解决方案及服务。公司目前服务和产品主要由五个业务模块构成，分别是建筑装配化研发与设计咨询服务、预制混凝土(PC)部品生产、装配式建筑施工、工程总承包以及预制墙板(ALC)贸易。,"公司主营业务为建筑装配化的研发与设计咨询,相关预制部品的生产与销售,施工安装以及工程总承包.公司目前服务和产品主要由五个业务模块及一个新业务模块构成,分别是研发与设计咨询服务,预制混凝土(PC)部品生产,装配式建筑施工,工程总承包,预制墙板(ALC)贸易以及分布式屋顶发电和光伏建筑一体化."
836239.BJ,公司属于电池行业中的一次圆柱形碱性锌锰电池和圆柱形高倍率锂电池行业，是碱锰电池和锂电池设计、开发、生产、营销的服务提供商，公司及控股子公司合计拥有“碱锰电池正电极体、碱锰电池及其制造方法”、“一种智能家居用锂离子电池的制备方法”等一百多项专利技术，获得了质量管理体系认证、环境管理体系认证、职业健康体系认证、进出口业务认证等生产经营资质，是国家高新技术企业。公司依靠深厚的研发实力和生产管理能力，根据市场发展以及客户需求不断研发新产品，为诸多世界知名品牌和电动工具市场高端客户提供高性能的电池产品和优质服务。,"碱锰环保电池,锂电池的研发,生产及销售业务"
836247.BJ,"公司是以生产特种混炼胶、橡胶减震制品和橡胶密封件等为主导产品的专业厂家。公司位于河北省邢台市任县经济开发区(京港澳高速公路邢台出口东四公里处)，交通便利。是河北省产业集群龙头企业。公司先后被评为“河北省著名商标”、“河北省高新技术企业”、“河北省中小企业技术创新示范企业”、“省级重合同守信用企业”等荣誉，华密工程技术研发中心被认定为省级企业技术中心。公司先后通过了瑞士SGS认证、德国TUV的ISO9001,ISO14001、OHSAS18001、ISO/TS16949:2009以及国军标管理体系认证，并被河北省技术监督局确认达到标准化良好行为企业级别AAAA级要求。华密公司现由混炼胶事业部、减震事业部、密封件事业部、模具事业部、技术研发中心构成。","丁腈橡胶,氟橡胶,氢化丁腈橡胶等特种混炼胶,及三元乙丙橡胶,天然橡胶等通用混炼胶,密封及减震类橡塑制品"
836260.BJ,公司由成都中寰机电设备有限公司转型成立，座落于四川成都双流西南航空港开发区三期内，是一个拥有自主研发、设计和制造能力的生产型企业。公司拥有现代化的工厂和科研基地，公司设有管理、开发、销售、生产、质量安全共五个部门，拥有数控加工中心、数控车床、铣床等加工设备，主要制造气液联动执行器、井口安全阀控制系统，气动执行器，管道气驱管线截断系统、液动和电液联动执行器等。公司是集产品研发、设计、生产与销售为一体的天然气流体控制设备供应商，主要产品为气液联动执行机构及井口安全控制系统。十年来，公司在充分总结进口气液联动执行器优缺点的基础上，扬长避短，研发出更适合中国管道工程实际工况的产品，并在完全达到国外产品功能的基础上有实质性创新，如在公司研制的电子破管保护系统LBP-1000较国外产品已有革命性突破：电气电池隔爆技术、太阳能低功耗技术、低温显示技术、防阴保电流流失技术、防浪涌技术、手机短信管理技术和无线数据下载技术，测量和控制精度达到0.5%。,"阀门执行机构,井口安全控制系统和撬装设备的设计,研发,生产及销售"
836263.BJ,公司是国内领先的工业烟气治理领域综合服务商，致力于为钢铁、焦化等非电行业提供工业烟气治理全生命周期服务，具体包括工程设计、施工管理、设备成套供应、系统调试、试运行等工程总承包服务以及环保设施专业化运营服务.公司在钢铁行业烟气治理领域奠定了一定的市场地位，同时正逐步向焦化、化工等其他非电行业渗透。公司的主要业务包括环保工程建造业务及环保设施专业化运营业务两类，其中环保工程建造业务主要以环保工程总承包方式提供服务。,"运用国内领先的脱硫脱硝除尘技术为冶金,电力,化工等行业客户提供工业烟气环保工程建造,专业化运营等一体化综合治理解决方案."
836270.BJ,公司主营业务为绞盘、电动踏板及越野改装装备和改装件的研发、生产、销售及服务。公司的主要产品包括高性能车用电动绞盘、可伸缩动力踏步装置、越野改装。装备和改装件越野产品已获国家专利和国际发明专利，获TS16949质量体系认证。,"生产销售绞盘,电动踏板及越野改装件及附件等"
836395.BJ,公司产品和服务主要包括电子设备防盗展示产品和品牌终端展示服务两大类。(1)电子设备防盗展示产品包括数码防盗、挂钩、桌面陈列三大类，具体产品为独立防盗产品、集中式防盗主机、集中式防盗传感器、机模产品、遥控器、防盗普通挂钩、防盗螺旋挂钩、防盗亚克力、亚克力标签牌、亚克力机模展架和亚克力支架。(2)品牌终端展示公司的品牌终端展示业务服务主要是面向运营商、手机品牌厂商、连锁卖场等国内外知名企业，如：移动、联通、电信、华为、三星、OPPO、金立、HTC、苏宁、国美等。公司根据客户的品牌推广和营销策略设计出品牌终端展示整体形象方案和相应展示道具的设计，彰显企业品牌形象与内涵，提高企业影响力，促进产品销售，最大程度地为客户创造价值。,"电子设备防盗展示产品的研发,生产和销售"
836414.BJ,公司是一家致力于太阳能电池外观及内部缺陷识别技术研发与生产的高新科技企业，主要长期服务于光伏生产企业，为其提供完善的产品解决方案及优质的客户服务，并逐渐建立以硅片、电池片、电池串、组件的电致发光(EL)及光致发光(PL)检测设备为主的产业链体系。公司凭借其在半导体特性表征技术、半导体光电、光学、软件及自动化等多方面的技术创新，持续开发质量卓越、性能稳定的检测产品，并均已形成核心自主知识产权，所研发的成熟产品被广泛运用于大型光伏生产商。公司拥有国内一流的资深专家团队，团队成员来自上海交通大学和华东师范大学，凭借其在半导体特性表征技术、半导体光电、光学、软件及自动化等多方面的技术创新，持续开发质量卓越、性能稳定的检测产品，并均已形成核心自主知识产权。,"基于人工智能的光伏检测设备,光伏检测软件及技术升级服务"
836422.BJ,公司座落于黄海之滨--连云港，公司拥有一支长期在食品配料领域奋斗多年的精干团队。专业生产山梨酸钾、柠檬酸盐类、磷酸盐类、丙酸盐类及氯化钾、双乙酸钠等系列食品添加剂。公司拥有六条生产线，其中刚刚建成的GMP标准车间已经达到行业先进水平，具备了为客户提供更加优质的精制级产品的能力。目前，已和世界上40多个国家和地区建立长期的业务关系，是山梨酸钾，柠檬酸盐和磷酸盐的主要出口厂商之一。,食品添加剂
836433.BJ,公司是一家集蒙药资源开发、特色专科药和大健康产品研发、生产和销售为一体的综合性制药企业，公司药品主要分为中成药(含民族药)和化学制剂药两种类型。公司拥有药品生产许可证、GMP证书和多个药品文号，具备为市场生产和提供符合国家要求的高质量的药品的能力。公司拥有蒙医药科研基地，已建立相对完善的研发体系，配备有较强的研发团队和研发设备。公司及其全资子公司共拥有多项专利权。公司依托遍布全国的销售网络，通过经销商(配送商)等渠道将产品销售往全国各地的医院、药店、卫生站等医疗服务终端，并最终由患者进行消费和使用。,"公司是一家集蒙药资源开发,特色专科药及大健康产品研发,生产,销售为一体的综合性制药企业"
836675.BJ,公司位于川滇交界金沙江畔的素有“钒钛之都”称号的攀枝花市攀枝花学院内，这里有丰富的煤、钒、钛磁铁矿等天然资源，有享誉全国的二滩水电站，资源优势明显。公司从事压裂支撑剂系列产品的研发、生产和销售。压裂支撑剂主要包括陶粒支撑剂、石英砂支撑剂等。公司自成立以来始终坚持“以人为本、技术创新、开拓进取”的原则，坚持“诚信至上、质量第一”的经营理念；以技术创新打造企业的核心竞争力，组建了一支专注于压裂支撑剂领域经营和研发的团队；依靠对陶粒支撑剂生产工艺的深刻理解；齐全、完备的生产、检测设备；利用攀枝花得天独厚的钒钛资源，采用专有的粉末制粒和特殊的工艺技术，烧结出高密度、中密度、低密度及各种粒径的一系列压裂支撑剂，该系列产品具有耐高温、耐腐蚀、高强度、高导流能力、低破碎等特点，公司低密度高强度的产品，特别受到市场青睐。,"压裂支撑剂系列产品的研发,生产和销售"
836699.BJ,公司主要产品为精密滑轨，主要应用于家电、ATM机和服务器。目前ATM机滑轨和服务器滑轨还在设计研发阶段，尚未形成规模性的生产和销售。公司采购的原材料分为钣金、钢球、塑料、油脂四大类。公司的生产计划员负责进行公司仓库、采购部和生产部的衔接工作。由公司的生产计划员根据生产部预计的生产用量对比仓库产品存量，找出原材料欠料部分，并提出采购申请单提交采购部进行采购。公司对原材料质量具有严格的检验标准，当原材料入库时，一般由仓库外检进行货物的验收，对于有质量问题的货物会进行退货处理。,"滑轨的生产,销售"
836720.BJ,公司是精密金属制品行业领先企业，专注于铝合金、锌合金精密零部件的研发、生产和销售，产品涵盖电子电器零部件、汽车零部件及其他零部件，主要应用于清洁电器、电动工具、通讯设备、车身主体结构、车载主机系统、动力系统及制动系统等。公司秉承“专业的技术、优异的品质、低廉的成本、严期的交付”的经营理念，凭借高标准、高质量、高性价比的产品进入多家海内外知名品牌制造商的供应链体系。,"研发,生产,销售精密金属零部件"
836807.BJ,公司始建于2000年，多年来坚持不懈地专注于超硬材料制品的研究和开发，现已发展成为中国超硬材料制品行业的领先企业之一，位居全球陶瓷加工工具细分市场占有率第一名。公司主营业务为超硬材料制品的研发、生产和销售。目前，公司主要产品为金属结合剂金刚石工具、树脂结合剂金刚石工具、菱苦土结合剂碳化硅工具，其中，金刚石工具系列产品为公司主导产品。上述产品的主要应用领域为建筑陶瓷的加工，部分产品涵盖到石材、钢筋混凝土建筑材料、耐火材料等其它硬脆材料的加工以及汽车发动机、空调压缩机零部件等机械精密加工领域。,"超硬材料制品的研发,生产和销售"
836826.BJ,公司通过选用国家备案基地的蘑菇和藻类以及天然无污染的野生山野菜作为生产原料，形成系列的蔬菜深加工产品。公司主营业务为海洋食品和食用菌食品等预制凉菜的研发、生产和销售，致力于打造中国预制凉菜领导品牌。公司目前已取得欧盟、日本、美国等国内外一系列质量体系认证，产品远销日本、美国、加拿大、德国、西班牙、乌克兰、澳大利亚、新加坡、以色列、俄罗斯等十几个国家和地区。多次被评为“企业信用等级：AAA级”、“农业产业化国家重点龙头企业”。,"食用菌,海藻及山野菜深加工产品的研发,生产和销售"
836871.BJ,公司是一家已通过ISO9001质量管理体系认证的专业生产企业，公司经过十多年的发展，拥有雄厚的技术力量，一直致力于开发和生产各种液压、气动管路产品，秉承“高质量、高效率、高创新、高服务”的企业理念，主要产品包括PA管、树脂管、铁氟龙管、橡胶软管、改性工程材料、接头及管类总成等。为国内汽车行业、机械行业提供了耐磨损、耐弯曲、抗拉强的尼龙软管、树脂管及总成。公司先后引进了英国、意大利的在线检测设备，产品严格执行国家相关标准，美国SAE标准及DIN73378、DIN74324、GB16897标准、也可按客户提出标准设计制造。产品产销量、出口量及产品质量居于国内前列，公司以“质量第一、交货及时、价格合理、客户满意”为服务宗旨，优质的产品让广大用户受惠。,"公司主要从事工业软管及总成,改性工程塑料的研发,生产和销售"
836892.BJ,公司的业务主要围绕政策研究、决策咨询、产业规划、专题研究、风险评估、投资项目前期策划、投融资咨询(含PPP项目)、招标采购、造价控制、建设管理等领域，为客户提供工程投资(建设)各阶段相关咨询以及全过程综合性咨询服务。公司以广东省国际工程咨询有限公司和广东省机电设备招标有限公司两大子公司为主体开展相关咨询服务。公司根据不同业务类型及行业类型，内设多个业务团队，各业务团队以公开招投标、直接委托等方式在市场上获取业务机会，为客户提供工程投资(建设)各阶段相关咨询以及全过程综合性咨询服务。经过多年发展，公司获得了“中国全过程工程咨询行业综合实力百强”、“中国全过程工程咨询BIM咨询公司综合实力50强”、“中国招标代理行业综合实力百强”、“中国EPC项目招标代理机构10强”、“中国政府采购项目招标代理机构30强”、“中国PPP咨询行业十大领军企业”、“中国投资咨询行业综合实力50强”等荣誉称号，在工程咨询行业内具有较强的品牌声誉。,工程咨询服务;工程造价服务;招标代理服务;项目管理和工程监理服务;进口销售;进口代理服务
836942.BJ,公司专业从事各类工程破岩钻具的研发、制造、销售及服务，总部坐落于全国三大高新园区之一的武汉东湖新技术开发区。公司主要产品包括各种盾构、TBM、顶管刀具；水平定向穿越钻具(扩孔器、导向钻头、扶正器、短节等)、垂直扩孔钻头；桩基破岩滚刀、钻头、截齿；潜孔钻具(冲击器、钻头、钎头、钻杆等)。公司产品广泛应用于国内外地铁、公路铁路隧道、引水隧洞、城市综合管廊、油气管线、桩基开挖、矿山开采等各类工程。,"公司主要从事各类工程破岩工具的设计,生产和销售.主要产品包括各种盾构及TBM刀具,顶管施工刀具,潜孔冲击器和钻头,钻杆等,水平定向穿越扩孔器,扩孔钻头."
836957.BJ,公司作为一家生产高分子材料环保助剂的企业，主要经营模式由化工行业特点所决定，主要通过自主研发和生产，为下游客户提供脂肪酸盐助剂、复合助剂系列产品获取销售收入。销售模式分为直接销售模式、贸易商销售模式和经销商销售模式，公司与贸易商和经销商的交易均为买断式交易。东莞市汉维科技股份有限公司是我国环保硬脂酸盐产品的主要供应商之一，生产能力在国内硬脂酸盐领域居于前列。其的环保硬脂酸盐产品采用目前主流的直接法生产工艺，与传统的间接法相比，直接法生产工艺无生产性废水排放，符合国家对产业节能降耗、绿色环保的要求；属于“广东省环保橡塑助剂工程技术研究中心”“省级企业技术中心”，并获得中国塑料加工工业协会颁发的“十二五塑料加工业科技创新型企业”、东莞市新材料行业协会颁发的“2018年度东莞新材料产业功能材料创新奖”、东莞市高新技术产业协会颁发的“2019年东莞市十大创新成果”等荣誉称号。公司是《硬脂酸锌》(HG/T3667-2012)、《硬脂酸钙》(HG/T2424-2012)等多个行业标准的起草单位之一。,"高分子材料环保助剂的研发,生产和销售.脂肪酸盐助剂和复合助剂"
837006.BJ,公司主要从事航空装备制造、军用电源领域相关产品的研发、生产和销售。主要产品包括：一次电源及系统、二次电源及软件管理、航空控制器及检测设备、减速机产品、传动机械产品、开关磁阻电机、无人机发电机系统及无人机维修检测设备等。公司产品主要应用于航空等国防军工领域。经过多年的发展，公司与多家军工企业建立了长期的合作关系，已在军工配套产品领域占有一定的市场份额。由于公司军工产品的特殊性，需要具备相应资质，公司已具备生产军品所需的全部资质，产品符合军工产品质量技术要求。经过多年的发展，公司已成为泰州市知名商标、泰兴市重合同守信用企业、江苏省民营科技型企业，拥有多个高新技术产品，并获得专利多项。,航空机械类及电源类产品
837046.BJ,公司成立于2008年10月，主要业务为电力配电干式变压器、箱式变电站、高低压成套设备(包括箱式产品、开关设备及其他设备)等电力设备的研发、生产和销售，主要产品为环氧树脂浇注的干式变压器、箱式变电站等，产品主要应用于铁路、轨道交通、电网公司、住宅、企事业单位等配电网络及终端用户。,"电力配电干式变压器,电抗器,智能箱式变电站,高低压成套设备(包括箱式产品,开关设备及其他设备)等电力设备的研发,生产和销售."
837092.BJ,公司是信息系统集成的解决方案提供商，致力于为政府、企事业单位客户提供信息系统解决方案及相关服务，包括智能化信息系统设计和相关设备的选型采购、实施安装、开发调试，以及运营维护等。公司主营业务为信息系统集成服务，根据客户类型可分为政校医商类、涉密单位类和工业企业类，属于智慧城市行业综合解决方案范畴。,"公司是信息系统集成的解决方案提供商,致力于为政府,企事业单位,制造类企业客户提供数字化信息化产品及解决方案,包括智能化信息系统咨询规划,方案设计和相关设备的选型采购,系统安装,开发调试,以及运营维护等."
837212.BJ,公司成立于2006年，主要专注于连接器线缆组件产品的研发、生产和销售的高新技术企业，主营业务包括消费电子类业务及汽车电子类业务。其中，消费电子类业务聚焦于娱乐设备、现代办公、智能家居、智能穿戴等方向，产品应用于平板电脑、游戏机、智能电视、智能音箱、智能家居等产品中；汽车电子类业务聚焦于高速数据传输、新能源汽车、汽车安全、汽车导航系统、音箱系统等方向，产品应用于智能辅助驾驶系统、新能源三电系统、汽车安全驾驶系统、车载娱乐设备等产品。公司管理人员拥有多年相关行业跨国公司管理经验，公司治理规范有序，先后取得了ISO9001、ISO14001、IATF16949等管理体系认证，以及SONY-GP、UL等行业、安规认证。公司重视产品设计、工艺开发、精益制造等能力建设，技术研发人员拥有多年电子元器件、汽车线束等行业的研发工作经验，使得公司积累了大量的技术优势。公司致力于不断提高客户满意度，为客户提供定制化程度高、性能稳定的产品及解决方案。,"设计,生产,销售:电子元器件,电线,电线连接器,精密注塑件,冲压件;设计,生产,销售及安装:智能卫浴产品及配件;太阳能光伏电站销售电业务;货物进出口.(依法须经批准的项目,经相关部门批准后方可开展活动)"
